N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
18,2.125,111,0.0,0.7621472642172025,4709.357991205553,1.0730816256361435,4.170343809592229,0.0,0.0
18,2.5,131,0.006,0.7619787646788058,4991.635190167534,0.9481306731670852,4.00077834804838,0.0,0.0
18,2.875,150,0.01,0.7618848726656674,4566.299478101155,0.8708496767180348,3.640645673728285,0.001,0.0
18,3.25,170,0.039,0.7618626451584896,5246.68811878461,0.8321884327239116,3.3561107893063618,0.0,0.0
18,3.625,189,0.055,0.7618253172314476,5675.7579135234555,0.7433689835481158,3.296262483090835,0.0,0.0
18,4.0,209,0.065,0.7618252801897901,5863.1634732960365,0.7087296955988089,3.0562984330855234,0.0,0.0
18,4.375,228,0.119,0.7618329174735992,6045.2495463480445,0.701490115696901,3.0699301967677313,0.0,0.0
18,4.75,248,0.147,0.7618300580692772,6336.120695702919,0.6488950722222158,2.9356541921054125,0.0,0.0
18,5.125,267,0.187,0.7618091512213268,6950.852088279462,0.6366732363736776,2.8926644528667307,0.0,0.0
18,5.5,287,0.245,0.7618032466860607,7270.798901517448,0.607740532627529,2.8754040612234673,0.0,0.0
18,5.875,306,0.33,0.7618129464750082,6715.495995459152,0.5828121205210222,2.796046359014828,0.0,0.0
18,6.25,326,0.362,0.7617967614256305,7310.751806889298,0.5576696313808749,2.704810951193421,0.0,0.0
18,6.625,345,0.398,0.7617929484630743,6471.166591839398,0.5266091049756336,2.6685982448523644,0.001,0.0
18,7.0,365,0.449,0.7617986185529394,7439.677060074909,0.5289818354331072,2.7028031358339786,0.0,0.0
18,7.375,384,0.504,0.7618003555834839,7855.539827479256,0.5141219216712958,2.6142361004581365,0.0,0.0
18,7.75,404,0.525,0.76179367631199,7689.43761394313,0.500591021138146,2.5909238031435757,0.0,0.0
18,8.125,423,0.557,0.7617859565513536,7656.9408259566935,0.48743493552326145,2.5647215244890043,0.0,0.0
18,8.5,443,0.61,0.7617839709416363,7578.4834228071495,0.48470815544254026,2.527248681585354,0.0,0.0
18,8.875,462,0.648,0.7617861679123965,7519.014853537208,0.46059077762807255,2.5069811402038584,0.0,0.0
18,9.25,482,0.68,0.7617821726674052,7923.691692674294,0.46248489994970543,2.5027138605853305,0.0,0.0
18,9.625,501,0.723,0.7617832841109433,7946.172020826711,0.44294584987571095,2.5120361777048226,0.0,0.0
18,10.0,521,0.735,0.7617797824408155,7980.547350718365,0.43425004358331776,2.4381833921674407,0.0,0.0
20,1.0,60,0.0,0.7683801176098566,13937.758905158335,2.1598548681274177,8.314524758822756,0.0,0.0
20,1.375,83,0.0,0.7628859234670238,22024.92240358713,1.5224106852271504,5.703701411888429,0.0,0.0
20,1.75,105,0.0,0.7621233288416601,23237.346201415487,1.2453866958226887,4.683406021310225,0.0,0.0
20,2.125,128,0.001,0.7620274290241583,25291.005204948746,1.0518997224570052,4.215389893841937,0.0,0.0
20,2.5,150,0.003,0.7618972306003859,29647.611829526824,0.9567272739990353,3.9890846921468124,0.0,0.0
20,2.875,173,0.006,0.761876613046031,29431.425803060283,0.896751585461429,3.6768636505796457,0.0,0.0
20,3.25,195,0.016,0.761833603254991,32086.05107417083,0.8297271400256835,3.377195705259302,0.0,0.0
20,3.625,218,0.031,0.7618326817414143,38272.685935657915,0.7647212320756027,3.3583457323112067,0.0,0.0
20,4.0,240,0.06,0.7618846559988334,35995.026814164405,0.723162410553996,3.2099757303548504,0.0,0.0
20,4.375,263,0.097,0.7618409386725993,40318.75685281525,0.6881360902370598,3.1526643229278055,0.0,0.0
20,4.75,285,0.108,0.7618292283077569,40321.695994762,0.6596569953694633,2.998059088297615,0.0,0.0
20,5.125,308,0.17,0.761813663610796,39314.48645742529,0.6431414358103926,2.8280027277122146,0.0,0.0
20,5.5,330,0.185,0.7618056029471582,42786.24148741865,0.5922593171751179,2.898257150215638,0.0,0.0
20,5.875,352,0.246,0.7618045209199289,46255.29984480604,0.5618768725177875,2.843482545543569,0.0,0.0
20,6.25,375,0.296,0.7618000641968645,43240.11617867739,0.5590707669246195,2.7795040547836742,0.0,0.0
20,6.625,397,0.358,0.7617951143465904,46064.319181573694,0.5356491240227461,2.676804004233747,0.0,0.0
20,7.0,420,0.387,0.7617937252596562,48455.46999427641,0.514009550403506,2.6978461844794026,0.0,0.0
20,7.375,442,0.466,0.7617976143722625,49565.89236189854,0.5176344358692528,2.679803795850577,0.0,0.0
20,7.75,465,0.487,0.7617875133741576,49165.716222320465,0.5032450972671088,2.591615961001226,0.0,0.0
20,8.125,487,0.538,0.7617935130410312,51541.60743354047,0.4756239779727619,2.489926207276995,0.0,0.0
20,8.5,510,0.57,0.7617967976234473,47470.99846386846,0.4795213127162702,2.5800019183651037,0.0,0.0
20,8.875,532,0.578,0.7617843885556146,48267.78190313223,0.46892708912543823,2.5644635167936007,0.0,0.0
20,9.25,555,0.638,0.7617858981014701,52467.242329763016,0.45292794698535327,2.5330760501302803,0.0,0.0
20,9.625,577,0.677,0.7617789963852772,55280.5354104098,0.445559927775244,2.5481151018345107,0.0,0.0
20,10.0,600,0.722,0.7617836307070882,49462.3737177631,0.4404363260482105,2.51804107204887,0.0,0.0
22,1.0,69,0.0,0.7670315694212911,97773.82722507417,2.131680379777058,8.275965581882579,0.0,0.0
