N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
14,5.5,204,0.0,50.23773228075332,1915.4315829144662,492.43815131812175,3651.201217617467,0.0,0.0
14,5.875,218,0.0,48.1695427335787,1858.0894946146905,496.33076433019835,3017.0756317045743,0.0,0.0
14,6.25,231,0.0,39.592812488501515,1765.6745776800435,411.8248012207379,2737.731524221228,0.001,0.0
14,6.625,245,0.0,35.8220483195593,1539.3614406726465,400.27115166014994,2880.377077076371,0.0,0.0
14,7.0,259,0.0,33.237355065942324,1454.7133497054024,368.1440977116432,2465.393628525996,0.0,0.0
14,7.375,273,0.0,28.13944029917207,1213.8444569788576,330.19752295175306,1898.3006386013417,0.001,0.0
14,7.75,287,0.0,25.14686300314073,1134.353439826114,302.3304576437482,2147.0085149647957,0.0,0.0
14,8.125,301,0.0,25.60270920272023,1142.934571760601,311.6275188715597,1725.4772054577709,0.0,0.0
14,8.5,315,0.0,22.982907998322517,1099.0438452445396,287.4894269967882,1813.2311001535468,0.0,0.0
14,8.875,328,0.0,21.885218816484844,1066.9602610621619,270.5172618759783,1606.8672164058157,0.001,0.0
14,9.25,342,0.0,18.345921641339125,936.56811214304,240.88656533790947,1267.2044876560194,0.0,0.0
14,9.625,356,0.0,18.304676635368086,926.0091489308633,235.39735446470556,1380.0375499905458,0.0,0.0
14,10.0,370,0.0,17.481998150563776,867.0000237991601,248.7973228160389,1395.5325532389286,0.0,0.0
16,1.0,45,0.0,63084.09158713344,1.3412879047357186e6,215121.0756518803,3.58831360634604e6,0.0,0.0
16,1.375,61,0.0,20418.63373277588,527583.2318891175,86142.09249090853,1.061151867176751e6,0.0,0.0
16,1.75,78,0.0,8877.716499815102,226578.25885558382,47051.80463221693,499759.11493516504,0.0,0.0
16,2.125,95,0.0,4301.838881047774,120344.67767055047,25224.85190540269,244008.87212564293,0.0,0.0
16,2.5,111,0.0,2652.111780773555,78849.59352574049,17147.044439695892,165312.49459447863,0.0,0.0
16,2.875,128,0.0,1828.271411817967,57296.465880797885,13238.170660553376,121219.09207205415,0.0,0.0
16,3.25,145,0.0,1228.3719625402587,40479.75628440829,9989.352043597215,89935.558607147,0.0,0.0
16,3.625,161,0.0,916.0959082230441,31820.833811362103,7745.033807308262,70658.45620850485,0.0,0.0
16,4.0,178,0.0,730.0175751790298,26223.98627474071,6182.820033462489,51003.910215191885,0.0,0.0
16,4.375,195,0.0,493.16248479263186,18788.74707536462,4688.396358057489,41114.83037498031,0.0,0.0
16,4.75,211,0.0,510.29128761159745,20969.002102259037,4693.617436636194,42751.809073464916,0.0,0.0
